gender,Partner,tenure,PhoneService,PaperlessBilling,MonthlyCharges,Churn
Female,No,1,Yes,Yes,89.35,No
Male,No,48,Yes,Yes,95.4,No
Female,Yes,26,No,No,35.4,No
Male,Yes,60,Yes,No,19.95,No
Male,No,18,Yes,No,19.25,No
Female,No,10,No,Yes,29.65,Yes
Male,Yes,5,Yes,Yes,84.5,Yes
Female,No,4,Yes,Yes,20.4,No
Male,Yes,65,Yes,No,24.75,No
Male,Yes,70,Yes,No,25.35,No
Male,No,18,Yes,Yes,90.7,Yes
Male,No,62,Yes,No,20,No
Female,Yes,66,Yes,Yes,59.75,No
Female,Yes,65,Yes,Yes,82.5,No
Female,No,3,Yes,Yes,70.3,Yes
Female,No,34,Yes,No,20.35,No
Male,Yes,16,Yes,Yes,90.8,No
Female,No,54,Yes,Yes,103.95,Yes
Female,No,50,Yes,Yes,104.95,No
Male,Yes,71,Yes,Yes,105.25,No
Female,No,10,Yes,Yes,74.75,Yes
Female,No,1,Yes,Yes,50.8,Yes
Male,No,18,Yes,No,23.75,No
Male,No,4,Yes,Yes,61.3,No
Female,Yes,58,Yes,No,75.8,No
Female,Yes,56,Yes,Yes,98,No
Male,No,2,Yes,Yes,80.25,Yes
Male,Yes,32,Yes,Yes,78.9,Yes
Male,Yes,56,No,Yes,52,No
Male,No,36,Yes,Yes,84.75,Yes
Female,No,4,Yes,Yes,64.4,No
Male,No,53,Yes,No,85.45,Yes
Male,No,10,Yes,Yes,45.8,No
Male,No,4,No,No,30.5,No
Male,Yes,1,Yes,No,19.9,Yes
Female,Yes,51,Yes,No,69.15,No
Male,No,12,Yes,Yes,99.45,Yes
Female,No,6,No,Yes,49.25,No
Male,Yes,63,No,No,39.35,No
Female,No,1,Yes,Yes,70.6,Yes
Female,Yes,48,Yes,Yes,105.1,No
Female,No,5,Yes,Yes,81,Yes
Female,No,35,Yes,Yes,20.1,No
Male,No,6,Yes,Yes,84.85,Yes
Male,No,2,Yes,No,19.75,No
Female,No,50,Yes,No,19.75,No
Female,No,33,Yes,Yes,70.4,No
Male,No,31,Yes,No,20.45,No
Female,Yes,9,Yes,No,20.35,No
Female,Yes,54,Yes,Yes,86.2,No
Female,No,46,Yes,Yes,95.65,No
Male,No,34,Yes,Yes,103.8,No
Male,Yes,71,Yes,Yes,97.2,No
Female,Yes,63,Yes,No,63.55,No
Female,No,51,Yes,No,24.95,No
Female,No,26,Yes,Yes,89.15,Yes
Female,Yes,64,Yes,Yes,99,No
Female,Yes,1,No,Yes,24.8,Yes
Male,Yes,61,Yes,Yes,85.55,No
Female,No,15,Yes,Yes,94,No
Male,No,64,Yes,Yes,105.65,Yes
Female,No,18,Yes,Yes,50.3,No
Female,Yes,57,Yes,Yes,95,No
Male,Yes,14,Yes,Yes,61.4,No
Male,No,18,Yes,Yes,80.55,No
Female,Yes,72,Yes,No,78.5,No
Male,Yes,70,Yes,No,114.3,No
Female,No,38,Yes,No,20.05,No
Male,Yes,68,Yes,No,62.65,No
Male,No,13,Yes,Yes,80.85,Yes
Male,Yes,65,Yes,Yes,92.7,No
Female,No,30,Yes,No,100.45,No
Male,Yes,51,Yes,Yes,75.2,No
Female,No,31,Yes,Yes,84.75,No
Female,Yes,9,Yes,No,89.45,Yes
Female,Yes,72,Yes,Yes,79.5,No
Male,No,10,Yes,Yes,72.15,Yes
Female,No,37,Yes,Yes,19.8,No
Female,No,2,Yes,No,76.4,Yes
Male,No,55,Yes,Yes,100.9,No
Male,No,33,Yes,Yes,95.3,No
Female,Yes,46,Yes,No,90.95,No
Female,No,1,Yes,No,54.5,No
Female,No,20,Yes,Yes,61.6,Yes
Male,Yes,9,Yes,Yes,79.9,Yes
Male,No,32,Yes,Yes,96.15,Yes
Female,Yes,19,Yes,Yes,49.6,No
Female,Yes,70,Yes,No,65.3,Yes
Female,No,61,Yes,Yes,25,No
Male,No,26,Yes,No,45.45,No
Male,Yes,45,Yes,Yes,107.75,No
Male,Yes,62,Yes,Yes,89.1,No
Male,No,1,Yes,No,19.65,Yes
Female,No,3,Yes,No,44.75,No
Female,Yes,41,Yes,Yes,101.6,No
Male,Yes,67,Yes,No,103.15,No
Male,No,1,Yes,Yes,84.65,Yes
Female,Yes,71,Yes,No,95.65,No
Female,Yes,37,Yes,No,75.1,No
Male,Yes,60,Yes,Yes,61.35,No
Female,Yes,1,Yes,Yes,69.55,Yes
Female,No,6,Yes,No,19.7,No
Female,No,13,No,Yes,31.05,Yes
Female,Yes,11,Yes,No,51,No
Male,No,7,Yes,Yes,51,Yes
Female,Yes,10,Yes,Yes,88.85,No
Male,Yes,34,Yes,No,20.05,No
Female,No,62,Yes,Yes,65.1,No
Male,Yes,64,Yes,Yes,70.15,No
Female,Yes,1,Yes,Yes,44.35,Yes
Male,No,25,Yes,Yes,20.75,No
Female,No,26,Yes,Yes,56.05,No
Male,No,10,Yes,Yes,19.95,No
Female,No,53,Yes,No,98.6,No
Female,No,7,Yes,Yes,79.7,Yes
Male,No,33,Yes,Yes,79,No
Female,Yes,71,Yes,No,89.45,No
Female,No,29,Yes,Yes,74.2,No
Male,Yes,24,Yes,No,81,No
Male,Yes,20,Yes,Yes,49.6,No
Female,No,1,Yes,Yes,84.6,No
Male,No,54,Yes,Yes,55,Yes
Female,No,5,Yes,Yes,84.85,Yes
Female,Yes,72,Yes,Yes,84.2,No
Male,Yes,52,Yes,Yes,106.3,No
Female,No,9,Yes,No,69.05,No
Female,No,1,Yes,Yes,45.4,No
Male,No,1,Yes,Yes,73.65,Yes
Male,Yes,33,Yes,Yes,73.9,Yes
Female,Yes,55,Yes,Yes,77.75,Yes
Male,Yes,69,Yes,Yes,99.35,No
Male,No,1,Yes,Yes,50.75,No
Male,No,54,Yes,No,87.1,No
Male,No,33,Yes,Yes,20.15,No
Male,Yes,45,Yes,Yes,98.7,No
Female,No,11,No,No,25.2,No
Male,No,6,Yes,Yes,55.7,No
Male,No,21,Yes,No,65.35,No
Female,Yes,65,Yes,Yes,25.3,No
Female,Yes,6,Yes,Yes,84.35,Yes
Female,No,8,Yes,No,84.95,Yes
Male,No,11,Yes,Yes,73.85,Yes
Male,Yes,43,Yes,No,24.25,No
Male,Yes,49,No,Yes,51.8,Yes
Female,Yes,1,Yes,No,46,Yes
Male,No,15,Yes,Yes,79.4,Yes
Male,Yes,60,Yes,No,60.5,No
Male,No,17,No,No,25.1,No
Male,Yes,16,Yes,Yes,71.8,Yes
Male,Yes,35,Yes,No,20.05,No
Male,Yes,44,Yes,No,88.4,Yes
Female,Yes,12,No,No,30.25,No
Male,No,1,Yes,No,20.2,No
Female,No,28,Yes,Yes,59.9,No
Male,Yes,70,Yes,No,25.15,No
Female,No,5,Yes,No,46,Yes
Male,No,18,Yes,No,101.3,No
Male,Yes,70,Yes,Yes,76.95,No
Female,Yes,9,Yes,Yes,55.3,No
Female,No,67,Yes,Yes,92.45,No
Female,No,1,Yes,Yes,48.45,No
Female,Yes,18,Yes,No,19.35,No
Male,No,4,Yes,No,51.75,Yes
Male,Yes,71,Yes,Yes,86.7,No
Male,Yes,30,Yes,Yes,94.4,Yes
Male,Yes,1,Yes,No,55.7,No
Female,No,55,Yes,Yes,84.25,No
Male,No,59,Yes,Yes,64.65,No
Female,No,1,Yes,Yes,70.15,Yes
Female,Yes,7,Yes,Yes,69.2,No
Male,Yes,45,Yes,No,54.65,No
Female,Yes,54,Yes,Yes,24.75,No
Male,Yes,51,Yes,Yes,23.95,No
Female,Yes,72,Yes,No,105,No
Male,Yes,44,Yes,Yes,59.85,No
Male,No,2,Yes,No,20.05,No
Female,No,66,Yes,Yes,92.15,No
Male,Yes,68,No,No,44.8,No
Female,No,31,Yes,No,20.9,No
Female,No,21,Yes,Yes,95.4,No
Male,No,21,Yes,No,80.35,No
Female,Yes,55,Yes,Yes,85.1,No
Male,No,9,No,Yes,34.7,Yes
Male,Yes,71,Yes,Yes,115.05,No
Female,No,1,Yes,Yes,81.1,Yes
Male,Yes,22,Yes,No,19.95,No
Female,Yes,1,Yes,No,20.55,Yes
Female,No,61,Yes,Yes,106.6,Yes
Female,Yes,67,Yes,No,86.15,No
Female,No,14,Yes,No,78.85,No
Male,Yes,59,Yes,Yes,106.75,Yes
Male,Yes,21,Yes,No,86.55,No
Male,No,4,No,No,42.4,No
Female,No,3,Yes,Yes,89.45,Yes
Male,Yes,70,Yes,No,24.25,No
Female,No,3,Yes,Yes,97.9,Yes
Male,No,21,Yes,No,20.5,No
Male,No,20,Yes,Yes,19.6,No
Male,Yes,22,Yes,No,20.25,No
Male,No,1,Yes,Yes,55.7,Yes
Female,No,63,Yes,Yes,20.6,No
Female,Yes,70,Yes,No,19.8,No
Male,No,13,Yes,Yes,79.8,Yes
Female,No,5,Yes,No,80.2,No
Female,Yes,72,Yes,Yes,116.4,No
Female,No,13,No,Yes,31.65,No
Male,Yes,61,Yes,No,94.15,No
Male,No,1,Yes,No,20.65,No
Female,Yes,56,Yes,Yes,76.85,No
Female,No,4,Yes,No,20.15,No
Male,No,35,Yes,No,55.25,No
Female,Yes,18,No,Yes,39.05,Yes
Male,Yes,72,Yes,No,82.15,No
Female,No,49,Yes,No,103,No
Female,Yes,44,Yes,Yes,95.1,No
Female,Yes,3,Yes,Yes,83.9,Yes
Female,Yes,37,Yes,Yes,95.15,No
Male,Yes,61,Yes,Yes,79.8,No
Male,Yes,70,Yes,Yes,74.8,No
Female,No,1,Yes,Yes,69.85,Yes
Female,No,41,Yes,No,20.45,No
Male,Yes,70,Yes,No,78.35,No
Female,No,1,Yes,Yes,53.55,Yes
Male,No,51,Yes,No,19.1,No
Female,Yes,42,Yes,No,20,No
Female,Yes,70,Yes,No,93.9,Yes
Male,No,48,Yes,No,19.95,No
Male,Yes,68,Yes,Yes,113.15,Yes
Female,No,48,Yes,No,24,No
Female,Yes,26,Yes,No,84.95,Yes
Male,Yes,11,Yes,Yes,80.5,Yes
Male,No,1,Yes,Yes,19.3,Yes
Female,No,27,Yes,No,19.15,No
Female,No,46,Yes,Yes,91.3,No
Male,No,1,Yes,Yes,49.65,Yes
Female,No,46,Yes,No,54.35,Yes
Male,Yes,25,Yes,Yes,19.15,No
Male,No,4,Yes,Yes,88.45,Yes
Male,No,13,Yes,No,19.75,No
Male,Yes,31,Yes,Yes,75.5,No
Female,Yes,23,Yes,Yes,83.75,No
Female,No,2,Yes,No,19.4,No
Female,No,65,Yes,No,26.5,No
Male,No,22,Yes,Yes,90.5,Yes
Female,Yes,55,Yes,No,19.15,No
Male,Yes,9,Yes,Yes,94.85,Yes
Male,Yes,7,Yes,Yes,69.95,Yes
Female,Yes,35,No,No,40.9,No
Male,No,6,Yes,Yes,80.25,No
Female,No,1,Yes,Yes,48.6,Yes
Male,No,17,Yes,Yes,70.8,No
Male,Yes,10,Yes,No,60.2,No
Male,No,15,Yes,No,55.2,No
Female,No,40,No,Yes,55.8,Yes
Female,Yes,13,Yes,No,54.15,No
Male,Yes,29,Yes,Yes,80.15,Yes
Female,No,3,Yes,Yes,75.5,Yes
Female,Yes,58,Yes,Yes,100.4,No
Female,No,45,Yes,Yes,62.55,No
Female,Yes,72,Yes,Yes,70.45,No
Male,Yes,68,Yes,Yes,85.5,No
Male,No,1,Yes,Yes,20.2,Yes
Female,Yes,38,Yes,No,54.5,No
Male,No,2,Yes,No,20.75,No
Male,No,11,Yes,No,20.35,No
Female,Yes,20,Yes,Yes,91,No
Male,Yes,72,Yes,Yes,104.8,No
Female,Yes,3,Yes,Yes,74.75,Yes
Male,No,23,Yes,Yes,104.05,Yes
Male,No,40,Yes,Yes,51.1,No
Male,Yes,62,Yes,Yes,89.8,No
Female,No,22,Yes,Yes,20.55,No
Female,No,11,Yes,No,64.05,No
Male,Yes,7,Yes,Yes,74.85,No
Female,No,13,Yes,Yes,96.65,Yes
Male,No,1,Yes,No,20.05,Yes
Female,No,39,Yes,Yes,103.45,Yes
Male,Yes,3,No,No,25,No
Male,No,58,Yes,No,20.3,No
Male,No,6,Yes,No,26.35,No
Female,Yes,1,Yes,Yes,19.9,Yes
Female,Yes,22,Yes,Yes,54.7,No
Male,Yes,14,No,No,46.35,Yes
Male,Yes,64,Yes,No,90.25,No
Male,No,1,Yes,No,19.95,Yes
Male,No,6,Yes,No,20.65,No
Male,No,1,Yes,No,79.6,Yes
Male,No,39,Yes,No,25.45,No
Female,No,20,Yes,No,19.5,No
Male,No,1,Yes,Yes,75.9,Yes
Male,Yes,1,Yes,No,76.2,Yes
Male,Yes,64,Yes,Yes,66.15,No
Male,No,1,Yes,No,19.25,Yes
Female,Yes,46,Yes,Yes,69.1,No
Female,Yes,28,No,Yes,39.1,No
Female,Yes,33,Yes,No,20.05,No
Male,Yes,39,Yes,No,59.8,No
Female,Yes,42,Yes,Yes,84.3,Yes
Female,No,1,Yes,Yes,48.6,No
Female,No,7,Yes,Yes,79,Yes
Male,Yes,70,Yes,No,105.35,No
Male,No,65,Yes,Yes,25.1,No
Male,No,1,Yes,No,49.75,No
Male,Yes,18,Yes,Yes,94.75,No
Male,Yes,24,Yes,Yes,93,No
Male,No,63,Yes,Yes,71.9,No
Female,No,44,Yes,Yes,77.55,No
Male,No,4,Yes,Yes,19.85,No
Female,No,1,Yes,Yes,70.25,Yes
Female,Yes,37,Yes,Yes,95.25,No
Female,No,10,Yes,Yes,84.6,Yes
Male,No,34,No,Yes,25.05,No
Male,Yes,35,No,No,53.15,No
Female,Yes,4,Yes,No,20.15,No
Female,Yes,39,Yes,Yes,101.25,No
Male,Yes,43,Yes,Yes,100.55,No
Female,Yes,17,Yes,No,24.1,Yes
Female,Yes,61,Yes,No,25.3,No
Female,Yes,49,Yes,No,71.8,No
Male,No,4,Yes,No,19.7,No
Female,Yes,64,No,No,49.85,No
Male,No,3,Yes,Yes,69.6,No
Male,Yes,1,Yes,No,19.75,No
Male,Yes,40,Yes,No,80.8,No
Female,No,1,Yes,Yes,60,Yes
Male,No,8,Yes,Yes,86.55,Yes
Female,Yes,1,Yes,Yes,20.85,Yes
Female,Yes,34,Yes,No,64.2,No
Female,Yes,1,No,No,35,No
Female,No,39,No,Yes,50.75,Yes
Female,Yes,58,Yes,Yes,105.5,Yes
Male,Yes,45,Yes,No,19.2,No
Male,No,6,Yes,Yes,85.15,Yes
Male,No,43,Yes,Yes,90.65,No
Male,Yes,41,Yes,Yes,20,No
Male,No,5,Yes,Yes,74.65,No
Male,No,72,No,Yes,61.2,No
Male,No,4,Yes,No,19.95,No
Male,Yes,9,Yes,No,54.8,No
Male,Yes,72,Yes,Yes,73.45,No
Female,Yes,33,Yes,Yes,51.45,No
Female,Yes,72,Yes,No,80.45,No
Male,Yes,22,Yes,Yes,54.2,Yes
Female,Yes,70,Yes,Yes,109.5,Yes
Male,Yes,21,Yes,No,104.4,Yes
Male,No,15,Yes,No,85.3,No
Male,Yes,29,Yes,Yes,79.3,No
Female,Yes,15,Yes,No,76.5,No
Male,Yes,71,Yes,Yes,105.1,Yes
Male,No,72,Yes,No,25.4,No
Female,Yes,19,Yes,Yes,86.85,No
Male,No,1,Yes,No,19.65,No
Female,No,1,Yes,Yes,75.7,Yes
Female,No,2,Yes,No,45.55,No
Female,Yes,11,Yes,Yes,78.1,No
Female,No,12,Yes,No,19.3,No
Female,Yes,70,Yes,Yes,110.5,No
Female,Yes,20,Yes,No,90.8,Yes
Female,No,23,Yes,Yes,20.3,No
Male,No,49,Yes,No,81.35,No
Female,Yes,4,Yes,Yes,97.95,Yes
Male,No,32,Yes,Yes,108.15,Yes
Male,No,2,Yes,Yes,55.3,No
Male,Yes,69,No,No,56.55,No
Male,No,6,Yes,Yes,80.5,Yes
Female,Yes,24,Yes,Yes,19.7,No
Female,No,32,Yes,Yes,104.05,No
Female,No,27,Yes,No,52.85,No
Female,Yes,27,Yes,Yes,104.3,Yes
Male,No,58,Yes,No,80.65,No
Male,No,1,Yes,Yes,71.35,Yes
Female,Yes,18,Yes,Yes,24.65,No
Female,Yes,47,Yes,Yes,21.3,No
Female,Yes,70,Yes,Yes,110.2,No
Female,No,13,Yes,No,89.4,Yes
Female,Yes,36,Yes,No,51.05,No
Male,No,67,Yes,Yes,19.8,No
Female,No,10,Yes,Yes,19.9,No
Male,No,19,Yes,Yes,87.3,No
Female,Yes,71,Yes,No,19.85,No
Male,Yes,72,Yes,Yes,89.4,No
Female,Yes,48,Yes,No,20,No
Male,No,1,Yes,No,20.05,No
Male,Yes,18,Yes,No,83.25,No
Male,No,1,Yes,No,20.6,Yes
Male,Yes,67,Yes,No,102.9,No
Male,Yes,69,No,No,39.1,No
Male,No,19,Yes,Yes,99.95,Yes
Male,Yes,72,Yes,Yes,114.5,No
Female,No,38,Yes,No,20.2,No
Male,Yes,40,Yes,No,55.8,No
Female,Yes,61,Yes,Yes,24.2,No
Female,No,10,Yes,Yes,81,Yes
Male,Yes,32,Yes,Yes,72.8,No
Female,No,21,Yes,Yes,99.85,No
Female,No,59,Yes,Yes,99.5,No
Female,Yes,13,Yes,Yes,70.15,Yes
Female,No,47,Yes,No,20.25,No
Male,Yes,69,Yes,Yes,26,No
Male,No,2,Yes,Yes,19.9,No
Female,Yes,22,Yes,No,19.05,No
Male,Yes,15,Yes,Yes,96.5,No
Female,No,53,Yes,No,19.85,No
Female,Yes,28,Yes,No,25.7,No
Male,No,22,Yes,No,20.3,No
Female,No,1,Yes,Yes,70.15,Yes
Male,Yes,16,Yes,Yes,91.55,No
Female,Yes,48,No,No,39.4,No
Male,Yes,30,Yes,Yes,105.7,No
Female,No,3,Yes,Yes,70.25,No
Male,No,57,Yes,No,93.75,No
Female,Yes,68,Yes,Yes,96.55,Yes
Female,Yes,23,Yes,No,60,No
Female,Yes,65,Yes,Yes,59.8,No
Male,Yes,44,Yes,Yes,90.65,No
Female,Yes,71,Yes,Yes,109,No
Female,Yes,37,Yes,No,68.1,No
Female,No,12,Yes,No,20.4,No
Male,Yes,69,Yes,Yes,81.95,No
Female,No,35,Yes,No,60.55,No
Male,No,5,Yes,Yes,65.6,No
Male,Yes,58,Yes,No,82.5,No
Male,Yes,72,Yes,Yes,82.3,No
Male,Yes,72,Yes,No,68.15,No
Female,No,1,Yes,No,20.3,No
Female,No,39,Yes,Yes,95.55,Yes
Male,Yes,53,Yes,No,20.2,No
Female,No,27,Yes,Yes,89.2,No
Female,No,1,Yes,Yes,69.65,Yes
Female,No,1,Yes,Yes,89.3,Yes
Female,Yes,18,Yes,No,74.8,No
Male,Yes,46,Yes,Yes,20.2,No
Female,Yes,72,Yes,Yes,84.4,No
Female,No,36,Yes,Yes,87.55,Yes
Female,Yes,4,No,Yes,25.15,No
Female,No,25,Yes,No,19.8,No
Female,Yes,40,No,Yes,50.85,No
Male,Yes,63,Yes,Yes,102.4,No
Female,No,15,Yes,Yes,96.3,Yes
Male,No,14,Yes,Yes,55.5,No
Male,Yes,72,Yes,Yes,109.75,No
Male,No,39,Yes,Yes,106.4,No
Female,Yes,47,No,Yes,60,No
Male,Yes,19,Yes,Yes,88.8,No
Female,No,5,Yes,Yes,85.2,Yes
Female,No,13,No,Yes,35.1,Yes
Female,No,17,Yes,No,80.05,No
Male,Yes,34,Yes,Yes,75.55,No
Female,No,42,Yes,Yes,49.55,No
Male,Yes,5,Yes,Yes,81.3,Yes
Female,Yes,71,Yes,No,23.9,No
Male,Yes,19,Yes,No,66.4,No
Female,No,2,Yes,Yes,19.6,Yes
Male,No,57,Yes,No,18.8,No
Male,Yes,72,Yes,Yes,108.4,No
Female,No,6,Yes,Yes,85.95,No
Female,Yes,17,Yes,Yes,85.45,Yes
Male,Yes,61,Yes,No,80.9,No
Male,Yes,1,Yes,Yes,71,Yes
Male,Yes,48,Yes,No,111.8,No
Male,No,16,Yes,Yes,20.6,No
Male,No,9,Yes,Yes,85.05,Yes
Female,No,3,Yes,No,44.6,No
Male,No,1,Yes,Yes,44.4,Yes
Male,No,65,Yes,No,105.1,No
Female,Yes,70,Yes,Yes,115.15,No
Male,Yes,60,Yes,Yes,59.8,No
Female,Yes,69,Yes,Yes,26.3,No
Female,No,35,Yes,No,70.55,No
Female,No,22,Yes,Yes,20.05,No
Male,Yes,66,Yes,No,79.85,No
Male,Yes,1,Yes,Yes,70.3,Yes
Female,Yes,1,Yes,Yes,79.35,Yes
Male,Yes,34,Yes,Yes,90.05,No
Female,Yes,72,Yes,No,24.45,No
Male,Yes,31,No,No,59.95,No
Male,No,30,Yes,No,25.35,No
Female,No,9,Yes,Yes,90.8,Yes
Male,Yes,20,Yes,Yes,70.45,Yes
Male,Yes,19,No,Yes,34.3,No
Female,Yes,65,Yes,Yes,105.05,No
Female,Yes,30,Yes,No,19.3,No
Male,No,6,Yes,No,19.15,No
Female,No,2,No,No,51.4,No
Male,Yes,53,Yes,No,71.85,No
Male,Yes,7,Yes,Yes,75.4,No
Female,Yes,61,Yes,Yes,49.7,No
Male,No,70,No,Yes,45.25,Yes
Female,No,13,Yes,Yes,78.75,No
Male,Yes,35,Yes,Yes,81.6,No
Female,Yes,2,Yes,Yes,70.4,No
Female,No,3,Yes,Yes,75.8,Yes
Female,No,3,Yes,No,76.1,No
Female,No,62,Yes,Yes,94,No
Male,Yes,72,Yes,No,103.95,No
Male,Yes,63,Yes,Yes,19.95,No
Male,No,20,Yes,No,71.3,Yes
Female,No,35,Yes,Yes,110.8,No
Male,Yes,21,Yes,Yes,69.1,Yes
Male,Yes,62,Yes,No,96.1,No
Female,No,15,Yes,Yes,48.8,No
Female,No,55,Yes,Yes,50.55,No
Female,No,11,Yes,Yes,44.65,No
Female,Yes,17,Yes,No,88.25,Yes
Female,No,61,Yes,No,19.45,No
Female,Yes,71,Yes,No,89.3,No
Female,No,2,Yes,No,70,Yes
Male,No,35,Yes,No,19.25,No
Female,No,17,Yes,No,70.5,No
Female,No,21,Yes,Yes,97.35,Yes
Female,Yes,47,Yes,No,19.65,No
Female,Yes,3,Yes,No,20.85,No
Male,No,3,Yes,Yes,19.65,No
Male,Yes,44,Yes,Yes,19.35,No
Female,No,1,Yes,Yes,44,No
Female,Yes,44,Yes,No,94.4,No
Male,Yes,5,Yes,Yes,25.9,Yes
Male,No,24,Yes,Yes,55.65,Yes
Female,No,1,Yes,Yes,69.65,Yes
Female,No,18,Yes,Yes,75.4,No
Female,No,10,Yes,Yes,100.6,Yes
Female,Yes,65,Yes,No,71,No
Female,No,1,Yes,Yes,86,Yes
Female,No,53,Yes,Yes,106.95,Yes
Male,No,3,Yes,No,21.2,No
Male,Yes,33,Yes,Yes,61.05,No
Male,No,3,No,Yes,29.6,Yes
Female,No,34,Yes,Yes,79.95,No
Female,Yes,14,Yes,Yes,19.7,No
Female,No,13,Yes,Yes,20.3,No
Male,Yes,46,No,Yes,59.9,Yes
Male,Yes,23,Yes,No,24.35,No
Female,Yes,47,Yes,No,19.75,No
Male,No,17,Yes,Yes,50.3,No
Female,Yes,49,Yes,Yes,95.6,Yes
Male,Yes,59,No,Yes,50.25,No
Female,No,69,Yes,Yes,85.35,No
Male,No,11,No,Yes,41.6,Yes
Male,No,10,Yes,Yes,51.65,No
Male,Yes,12,Yes,Yes,24,No
Male,No,45,Yes,Yes,100.85,Yes
Female,Yes,39,Yes,Yes,59.85,No
Male,Yes,71,Yes,No,25.45,No
Male,Yes,71,Yes,No,23.9,No
Female,Yes,33,Yes,No,24.15,No
Male,No,67,Yes,Yes,75.7,No
Male,Yes,37,No,No,40.2,Yes
Male,Yes,49,Yes,No,84.5,Yes
Female,Yes,9,Yes,No,50.85,No
Male,Yes,52,Yes,Yes,91.6,No
Female,No,70,Yes,No,98.9,No
Male,No,1,Yes,Yes,85,No
Female,No,14,Yes,Yes,78.95,Yes
Male,No,1,Yes,Yes,44.3,No
Male,No,1,Yes,No,20.2,Yes
Female,No,52,Yes,Yes,80.2,No
Male,No,6,Yes,No,60.9,No
Male,Yes,7,No,No,34.2,No
Female,No,47,Yes,Yes,85.2,Yes
Female,No,26,Yes,Yes,87.15,No
Male,Yes,25,Yes,No,54.3,No
Male,No,69,Yes,Yes,19.1,No
Female,No,72,Yes,Yes,112.75,No
Male,No,4,Yes,Yes,19.95,No
Male,Yes,59,Yes,No,19.5,No
Male,No,67,Yes,No,65.55,No
Female,No,26,Yes,Yes,78.8,No
Female,No,27,Yes,No,78.2,No
Male,Yes,72,Yes,No,105.25,No
Female,No,6,Yes,Yes,89.25,No
Male,Yes,62,Yes,No,20.65,No
Male,No,20,Yes,Yes,68.7,No
Male,No,6,Yes,No,78.65,No
Male,No,51,Yes,No,24.75,No
Female,Yes,61,Yes,No,19.75,No
Male,Yes,62,Yes,Yes,89.1,No
Female,No,72,Yes,Yes,84.7,No
Male,Yes,13,Yes,Yes,98,Yes
Male,Yes,5,Yes,Yes,94.45,Yes
Male,No,3,Yes,Yes,105,Yes
Female,Yes,26,Yes,Yes,93.85,Yes
Male,No,13,Yes,Yes,59.9,No
Female,Yes,38,Yes,Yes,19.95,No
Female,Yes,8,Yes,Yes,84,Yes
Male,Yes,34,Yes,Yes,108.9,No
Male,No,18,No,No,33.6,No
Male,Yes,56,Yes,Yes,85.85,No
Female,No,36,No,Yes,34.85,No
Female,Yes,9,No,Yes,48.75,Yes
Male,No,1,Yes,Yes,84.85,Yes
Male,No,12,Yes,No,56.65,Yes
Female,Yes,57,Yes,Yes,95.3,No
Female,No,42,Yes,No,73.9,Yes
Female,Yes,33,Yes,Yes,24.5,Yes
Male,Yes,70,Yes,No,84.6,No
Female,No,68,No,No,44.95,No
Male,No,1,No,Yes,24.7,No
Female,No,37,Yes,No,100.3,No
Female,No,4,Yes,Yes,25.45,No
Male,No,1,Yes,Yes,50.7,No
Male,No,20,No,Yes,55,No
Male,Yes,72,Yes,No,68.4,No
Female,No,31,Yes,Yes,89.9,Yes
Male,Yes,18,Yes,No,78.55,Yes
Male,Yes,11,Yes,Yes,55.05,No
Female,Yes,33,Yes,No,19.8,No
Female,No,62,Yes,No,84.45,No
Female,No,1,No,No,35.9,No
Male,Yes,16,Yes,No,80.75,No
Male,Yes,22,Yes,Yes,78.65,No
Female,Yes,49,Yes,No,61.75,No
Male,Yes,36,Yes,Yes,63.7,No
Male,Yes,42,Yes,Yes,99.45,Yes
Male,No,4,No,Yes,25.2,Yes
Female,No,12,Yes,No,74.05,Yes
Female,No,31,Yes,No,87.6,No
Male,Yes,5,Yes,Yes,89.15,No
Male,Yes,66,Yes,No,20,No
Female,No,15,Yes,No,55,Yes
Male,No,64,Yes,Yes,104.4,No
Male,Yes,10,Yes,Yes,20.05,No
Male,Yes,7,Yes,Yes,89.75,Yes
Male,No,29,No,No,34.3,No
Male,No,57,Yes,No,20.65,No
Female,No,46,Yes,No,84.25,No
Male,No,53,Yes,No,19.65,No
Female,No,17,Yes,No,79.85,No
Female,Yes,38,Yes,Yes,20.2,No
Male,No,15,Yes,No,19.8,No
Female,No,22,No,Yes,50.35,No
Male,Yes,14,Yes,Yes,85.15,Yes
Female,Yes,57,Yes,No,74.6,No
Male,No,11,Yes,Yes,79.15,No
Female,Yes,1,Yes,No,20.35,No
Male,Yes,12,Yes,No,21.05,No
Male,Yes,3,Yes,Yes,94.6,Yes
Male,No,36,Yes,Yes,94.7,No
Male,No,16,Yes,Yes,94.25,Yes
Male,Yes,65,Yes,No,72.45,Yes
Male,No,2,Yes,No,74.95,No
Female,No,42,Yes,Yes,105.2,Yes
Male,Yes,72,Yes,No,111.95,No
Male,No,62,Yes,No,19.85,No
Female,No,6,Yes,Yes,89.75,No
Male,Yes,48,Yes,Yes,20.05,No
Male,No,35,Yes,Yes,108.95,No
Male,No,52,Yes,No,19.65,No
Female,No,1,No,Yes,24.9,No
Male,Yes,6,Yes,Yes,82.85,Yes
Female,Yes,71,Yes,No,93.2,No
Female,Yes,67,Yes,No,84.8,No
